ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG3400 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) NMP EAN 80C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG2000 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (50%) 2 step DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (40%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG990 (50%) DMAc EAN 80C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN RT,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 40C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 50C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 60C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 70C,,,,ODPA-AP6F-ODPA-PEG1500 (30%) DMAc EAN 80C,,
0.130905,39839.75483,27887.82838,,0.132484,20095.36621,24114.43945,,0.132484,19927.37365,32880.16653,,0.132484,19559.25041,44986.27594,,0.132484,18430.17094,60819.56409,,0.132484,20200.78606,101003.9303,,0.2270109,132545.315,397635.9449,,0.132484,135447.852,541791.4079,,0.132484,142738.3899,356845.9749,,0.132484,151520.0743,454560.2229,,0.132484,166564.7102,582976.4856,,0.132484,183629.0308,734516.1232,,0.130905,209334.7824,41866.95649,,0.132484,15293.91051,22940.86576,,0.132484,16608.41471,33216.82943,,0.132484,16893.00109,42232.50272,,0.132484,55223.50472,82835.25707,,0.132484,229698.3599,803944.2596,,0.130905,29546.77722,53184.199,,0.2270109,2592.488271,46664.78887,,0.2270109,2709.961726,48779.31107,,0.2270109,2811.648348,56232.96695,,0.2270109,2987.62284,65727.70247,,0.2270109,3157.231612,75773.55869,,0.130905,143281.7344,57312.69375,,0.130108,10427.47377,62564.8426,,0.130108,10842.02152,75894.15062,,0.130108,11032.42809,93775.63879,,0.130108,11322.85534,124551.4087,,0.130108,11816.39915,165429.5881,,0.130905,17824.88683,26737.33024,,0.130108,5931.608781,47452.87025,,0.130108,6298.96121,56690.65089,,0.130108,6443.834226,64438.34226,,0.130108,6424.244378,70666.68816,,0.130108,6698.624031,80383.48837,,0.130905,64850.11022,19455.03306,,0.130108,9260.595882,32412.08559,,0.130108,9244.21557,46221.07785,,0.130108,9455.917344,66191.42141,,0.130108,10277.15927,92494.43344,,0.130108,11404.31759,148256.1286,,0.25371807,4175.377055,12526.13117,,0.2270109,2251.497484,20263.47736,,0.2270109,2410.293076,24102.93076,,0.2270109,2716.85963,32602.31557,,0.2270109,3193.399372,41514.19183,,0.2270109,3734.677692,52285.48768
0.133814,38737.37136,27116.15995,,0.135495,20101.53349,24121.84019,,0.135495,19885.83108,32811.62128,,0.135495,19532.64834,44925.09119,,0.135495,18374.05387,60634.37777,,0.135495,20523.66978,102618.3489,,0.23591328,135537.0575,406611.1725,,0.135495,133757.6792,535030.7168,,0.135495,140693.1908,351732.9771,,0.135495,149618.2526,448854.7577,,0.135495,164179.1482,574627.0186,,0.135495,182183.3985,728733.5942,,0.133814,207109.4072,41421.88145,,0.135495,15354.32549,23031.48823,,0.135495,16643.52135,33287.04271,,0.135495,16948.01796,42370.04489,,0.135495,53264.97176,79897.45764,,0.135495,224955.5651,787344.478,,0.133814,28932.85169,52079.13304,,0.23591328,2638.5619,47494.1142,,0.23591328,2802.100181,50437.80326,,0.23591328,2885.062156,57701.24312,,0.23591328,3056.95099,67252.92177,,0.23591328,3252.682466,78064.37919,,0.133814,141179.5144,56471.80578,,0.133065,10274.66404,61647.98425,,0.133065,10657.25047,74600.75331,,0.133065,10818.34652,91955.9454,,0.133065,11151.54333,122666.9767,,0.133065,11635.7487,162900.4818,,0.133814,17515.00484,26272.50726,,0.133065,5758.090458,46064.72367,,0.133065,6080.854516,54727.69065,,0.133065,6270.028803,62700.28803,,0.133065,6316.28867,69479.17537,,0.133065,6533.166962,78398.00354,,0.133814,62007.28556,18602.18567,,0.133065,9276.965186,32469.37815,,0.133065,9202.499654,46012.49827,,0.133065,9416.785494,65917.49846,,0.133065,10220.57298,91985.15679,,0.133065,11396.33402,148152.3422,,0.26262045,4179.70157,12539.10471,,0.23591328,2239.116784,20152.05106,,0.23591328,2341.526786,23415.26786,,0.23591328,2668.390755,32020.68907,,0.23591328,3147.526104,40917.83935,,0.23591328,3785.584043,52998.17661
0.136723,37624.0281,26336.81967,,0.138506,20092.69814,24111.23776,,0.138506,19861.79567,32771.96285,,0.138506,19488.78672,44824.20946,,0.138506,18340.61868,60524.04165,,0.138506,20787.76711,103938.8355,,0.24481568,138962.1395,416886.4186,,0.138506,132113.9535,528455.8138,,0.138506,138890.3253,347225.8133,,0.138506,147666.7339,443000.2016,,0.138506,162272.8101,567954.8355,,0.138506,180672.2503,722689.001,,0.136723,204953.6144,40990.72288,,0.138506,15333.77683,23000.66524,,0.138506,16575.35585,33150.7117,,0.138506,16987.74601,42469.36501,,0.138506,51732.36886,77598.5533,,0.138506,206208.9144,721731.2003,,0.136723,28534.0856,51361.35408,,0.24481568,2708.612224,48755.02002,,0.24481568,2869.91727,51658.51087,,0.24481568,2971.872049,59437.44099,,0.24481568,3162.709002,69579.59805,,0.24481568,3368.743234,80849.83762,,0.136723,138789.0454,55515.61815,,0.136022,10071.81344,60430.88066,,0.136022,10440.44703,73083.12924,,0.136022,10691.33175,90876.31987,,0.136022,10984.90868,120833.9955,,0.136022,11485.74266,160800.3973,,0.136723,17149.24428,25723.86642,,0.136022,5597.751499,44782.01199,,0.136022,5930.762339,53376.86105,,0.136022,6084.317806,60843.17806,,0.136022,6202.277684,68225.05452,,0.136022,6415.388446,76984.66135,,0.136723,60644.78721,18193.43616,,0.136022,9307.507144,32576.27501,,0.136022,9256.629054,46283.14527,,0.136022,9430.013627,66010.09539,,0.136022,10224.70748,92022.3673,,0.136022,11445.35343,148789.5946,,0.27152285,4215.684789,12647.05437,,0.24481568,2211.806621,19906.25959,,0.24481568,2364.873972,23648.73972,,0.24481568,2696.734576,32360.81491,,0.24481568,3154.808904,41012.51575,,0.24481568,3849.963176,53899.48447
0.139632,37306.34422,26114.44095,,0.141517,20052.85957,24063.43149,,0.141517,19798.53755,32667.58695,,0.141517,19364.20735,44537.6769,,0.141517,18123.68608,59808.16407,,0.141517,20910.84924,104554.2462,,0.25371807,142822.342,428467.0259,,0.141517,130454.6209,521818.4838,,0.141517,137206.3615,343015.9039,,0.141517,145927.8885,437783.6656,,0.141517,160530.9926,561858.474,,0.141517,179509.7824,718039.1297,,0.139632,200841.0445,40168.20889,,0.141517,15350.22807,23025.34211,,0.141517,16629.54568,33259.09135,,0.141517,17066.36323,42665.90807,,0.141517,50647.51699,75971.27548,,0.141517,197524.0985,691334.3446,,0.139632,28399.13463,51118.44233,,0.25371807,2782.850447,50091.30805,,0.25371807,2931.491529,52766.84752,,0.25371807,3053.506951,61070.13902,,0.25371807,3236.616159,71205.5555,,0.25371807,3446.710583,82721.05399,,0.139632,135977.5397,54391.01588,,0.138979,9988.312401,59929.87441,,0.138979,10371.18908,72598.32353,,0.138979,10501.78874,89265.20433,,0.138979,10893.69362,119830.6298,,0.138979,11418.18749,159854.6249,,0.139632,16994.11337,25491.17005,,0.138979,5388.092452,43104.73961,,0.138979,5763.886089,51874.9748,,0.138979,5922.930509,59229.30509,,0.138979,6062.243495,66684.67844,,0.138979,6322.536738,75870.44086,,0.139632,59723.50477,17917.05143,,0.138979,9286.714475,32503.50066,,0.138979,9338.488615,46692.44308,,0.138979,9473.667112,66315.66978,,0.138979,10302.73524,92724.61719,,0.138979,11534.62648,149950.1442,,0.28042523,4085.532224,12256.59667,,0.25371807,2177.223326,19595.00994,,0.25371807,2365.248045,23652.48045,,0.25371807,2668.604514,32023.25417,,0.25371807,3144.566695,40879.36703,,0.25371807,3770.277984,52783.89178
0.142541,36478.11568,25534.68097,,0.144528,20004.9076,24005.88911,,0.144528,19761.41376,32606.3327,,0.144528,19291.75384,44371.03384,,0.144528,18057.61882,59590.14212,,0.144528,21042.16855,105210.8427,,0.26262045,147589.9698,442769.9095,,0.144528,129029.0098,516116.0393,,0.144528,135675.2055,339188.0138,,0.144528,143975.0869,431925.2607,,0.144528,158873.5166,556057.3083,,0.144528,178499.6856,713998.7424,,0.142541,197858.1409,39571.62817,,0.144528,15384.27994,23076.41991,,0.144528,16721.75778,33443.51555,,0.144528,17081.87051,42704.67626,,0.144528,49607.36023,74411.04034,,0.144528,185685.473,649899.1554,,0.142541,27671.48808,49808.67855,,0.26262045,2901.998812,52235.97861,,0.26262045,3060.989651,55097.81372,,0.26262045,3151.921911,63038.43823,,0.26262045,3364.956013,74029.0323,,0.26262045,3608.25442,86598.10608,,0.142541,132268.2811,52907.31243,,0.141936,9910.366909,59462.20145,,0.141936,10319.54288,72236.80018,,0.141936,10452.35762,88845.03979,,0.141936,10877.55987,119653.1586,,0.141936,11343.04198,158802.5877,,0.142541,16533.76924,24800.65385,,0.141936,5244.688789,41957.51031,,0.141936,5603.509556,50431.58601,,0.141936,5842.486603,58424.86603,,0.141936,5939.226004,65331.48604,,0.141936,6215.130863,74581.57036,,0.142541,57695.99639,17308.79892,,0.141936,9235.052959,32322.68536,,0.141936,9305.900946,46529.50473,,0.141936,9582.591321,67078.13925,,0.141936,10414.18596,93727.67367,,0.141936,11596.83779,150758.8913,,0.28932761,4149.112967,12447.3389,,0.26262045,2227.752305,20049.77075,,0.26262045,2371.627641,23716.27641,,0.26262045,2645.336559,31744.03871,,0.26262045,3180.032017,41340.41622,,0.26262045,3806.163091,53286.28327
0.14545,35649.98252,24954.98776,,0.147539,20139.85276,24167.82331,,0.147539,19727.84791,32550.94905,,0.147539,19340.63556,44483.46178,,0.147539,18142.89176,59871.54281,,0.147539,21327.25872,106636.2936,,0.27152285,151695.5565,455086.6694,,0.147539,127785.4523,511141.8093,,0.147539,134249.0422,335622.6055,,0.147539,142501.3004,427503.9012,,0.147539,157451.8611,551081.514,,0.147539,177792.9418,711171.7674,,0.14545,194933.2229,38986.64458,,0.147539,15451.76255,23177.64383,,0.147539,16715.52439,33431.04878,,0.147539,17235.18193,43087.95482,,0.147539,48851.2771,73276.91565,,0.147539,176367.2901,617285.5153,,0.14545,27245.51634,49041.92941,,0.27152285,3026.667725,54480.01904,,0.27152285,3166.329183,56993.92529,,0.27152285,3287.610479,65752.20957,,0.27152285,3498.40084,76964.81848,,0.27152285,3761.778734,90282.68961,,0.14545,129120.8277,51648.33109,,0.144893,9821.874432,58931.24659,,0.144893,10216.21455,71513.50184,,0.144893,10347.00887,87949.57544,,0.144893,10783.84288,118622.2717,,0.144893,11187.40543,156623.6761,,0.14545,16289.06103,24433.59154,,0.144893,5130.671793,41045.37434,,0.144893,5482.932331,49346.39098,,0.144893,5682.510327,56825.10327,,0.144893,5857.030343,64427.33377,,0.144893,6190.714491,74288.5739,,0.14545,56048.43036,16814.52911,,0.144893,9275.391587,32463.87056,,0.144893,9362.611767,46813.05883,,0.144893,9589.066921,67123.46844,,0.144893,10445.93484,94013.41355,,0.144893,11580.19671,150542.5572,,0.29823,4014.317526,12042.95258,,0.27152285,2267.440589,20406.96531,,0.28042523,2315.564957,23155.64957,,0.27152285,2624.382424,31492.58909,,0.27152285,3216.661578,41816.60052,,0.27152285,3815.198162,53412.77427
0.148359,35198.22418,24638.75692,,0.15055,20178.44442,24214.1333,,0.15055,19685.96344,32481.83968,,0.15055,19293.99903,44376.19776,,0.15055,18042.19317,59539.23746,,0.15055,21672.97519,108364.8759,,0.28042523,155201.7535,465605.2606,,0.15055,126542.3135,506169.2542,,0.15055,132787.6234,331969.0584,,0.15055,141091.7556,423275.2668,,0.15055,155968.0195,545888.0683,,0.15055,177254.2723,709017.0893,,0.148359,192547.7862,38509.55723,,0.15055,15537.85225,23306.77837,,0.15055,16713.0128,33426.0256,,0.15055,17272.09929,43180.24822,,0.15055,48058.57477,72087.86216,,0.15055,171706.6225,600973.1789,,0.148359,26916.66285,48449.99314,,0.28042523,3130.498471,56348.97248,,0.28042523,3277.530782,58995.55408,,0.28042523,3402.502053,68050.04105,,0.28042523,3634.535206,79959.77454,,0.28042523,3916.512624,93996.30298,,0.148359,126845.9928,50738.39712,,0.14785,9736.074925,58416.44955,,0.14785,10122.55268,70857.86879,,0.14785,10281.65964,87394.10695,,0.14785,10714.51749,117859.6924,,0.14785,11066.39761,154929.5665,,0.148359,16153.14011,24229.71017,,0.14785,5021.843801,40174.75041,,0.14785,5349.672173,48147.04956,,0.14785,5567.982173,55679.82173,,0.14785,5782.513687,63607.65056,,0.14785,6121.956262,73463.47515,,0.148359,55075.76332,16522.72899,,0.14785,9268.546325,32439.91214,,0.14785,9342.73091,46713.65455,,0.14785,9603.023979,67221.16786,,0.14785,10460.01105,94140.09941,,0.14785,11719.84694,152358.0102,,0.3071324,4071.424509,12214.27353,,0.28042523,2193.794008,19744.14607,,0.28932761,2317.321683,23173.21683,,0.28042523,2603.798242,31245.5789,,0.28042523,3145.276621,40888.59607,,0.28042523,3701.878114,51826.2936
0.151268,34581.27894,24206.89526,,0.153561,20160.46043,24192.55252,,0.153561,19715.70095,32530.90657,,0.153561,19326.29975,44450.48942,,0.153561,18151.72618,59900.6964,,0.153561,21904.88429,109524.4215,,0.28932761,158465.5007,475396.5022,,0.153561,125561.419,502245.6761,,0.153561,131958.8576,329897.1441,,0.153561,139972.0996,419916.2987,,0.153561,154753.1893,541636.1627,,0.153561,176702.0502,706808.201,,0.151268,189836.7375,37967.34749,,0.153561,15590.41882,23385.62822,,0.153561,16787.4695,33574.939,,0.153561,17393.80322,43484.50806,,0.153561,47363.48994,71045.23491,,0.153561,161556.0506,565446.1769,,0.151268,26593.33878,47868.0098,,0.28932761,3259.340893,58668.13607,,0.28932761,3411.022661,61398.40789,,0.28932761,3539.770535,70795.41069,,0.28932761,3792.536321,83435.79907,,0.28932761,4086.222146,98069.33151,,0.151268,124617.7342,49847.09369,,0.150807,9634.704977,57808.22986,,0.150807,9978.155861,69847.09103,,0.150807,10217.78399,86851.16392,,0.150807,10635.72468,116992.9715,,0.150807,11043.73622,154612.3071,,0.151268,16096.28428,24144.42642,,0.150807,4916.034708,39328.27766,,0.150807,5272.050484,47448.45435,,0.150807,5484.450882,54844.50882,,0.150807,5678.891983,62467.81182,,0.150807,6006.508487,72078.10184,,0.151268,54060.46518,16218.13956,,0.150807,9231.696355,32310.93724,,0.150807,9386.439776,46932.19888,,0.150807,9617.136076,67319.95254,,0.150807,10495.11119,94456.00069,,0.150807,11826.63019,153746.1924,,0.31603478,4034.526978,12103.58093,,0.28932761,2173.6099,19562.4891,,0.29823,2317.395278,23173.95278,,0.28932761,2601.317624,31215.81149,,0.28932761,3155.190569,41017.47739,,0.28932761,3692.837901,51699.73061
0.154177,33958.87511,23771.21258,,0.156572,20154.54793,24185.45752,,0.156572,19744.21331,32577.95196,,0.156572,19385.63557,44586.96181,,0.156572,18233.30816,60169.91692,,0.156572,22198.93593,110994.6796,,0.29823,160987.1713,482961.514,,0.156572,124375.2013,497500.8052,,0.156572,130750.289,326875.7225,,0.156572,138923.0455,416769.1365,,0.156572,153779.2663,538227.432,,0.156572,176194.6826,704778.7303,,0.154177,188988.754,37797.7508,,0.156572,15594.5618,23391.84271,,0.156572,16888.54561,33777.09123,,0.156572,17519.55624,43798.89059,,0.156572,46844.14972,70266.22457,,0.156572,156996.6121,549488.1423,,0.154177,26706.11686,48071.01035,,0.29823,3394.074366,61093.3386,,0.29823,3565.644475,64181.60056,,0.29823,3698.055329,73961.10658,,0.29823,3944.571873,86780.5812,,0.29823,4276.667852,102640.0285,,0.154177,122736.7597,49094.70388,,0.153764,9513.537643,57081.22586,,0.153764,9927.125043,69489.8753,,0.153764,10150.31914,86277.71268,,0.153764,10530.28816,115833.1697,,0.153764,10991.26853,153877.7594,,0.154177,15833.67474,23750.51211,,0.153764,4863.136994,38905.09595,,0.153764,5198.363871,46785.27484,,0.153764,5415.744323,54157.44323,,0.153764,5615.071028,61765.78131,,0.153764,5942.144306,71305.73168,,0.154177,51804.89402,15541.46821,,0.153764,9246.748099,32363.61835,,0.153764,9425.354831,47126.77415,,0.153764,9645.971989,67521.80393,,0.153764,10507.30678,94565.76098,,0.153764,11990.94932,155882.3412,,0.32493718,4000.654476,12001.96343,,0.29823,2194.598655,19751.3879,,0.3071324,2339.81456,23398.1456,,0.29823,2576.629384,30919.55261,,0.29823,3083.806425,40089.48353,,0.29823,3709.981259,51939.73762
0.157086,33645.32637,23551.72846,,0.159583,20257.25234,24308.70281,,0.159583,19801.99984,32673.29973,,0.159583,19501.10412,44852.53947,,0.159583,18235.86257,60178.34648,,0.159583,22529.95765,112649.7882,,0.3071324,162820.0017,488460.005,,0.159583,123205.6111,492822.4444,,0.159583,129602.0318,324005.0796,,0.159583,137753.1448,413259.4343,,0.159583,152810.7571,534837.65,,0.159583,175832.6686,703330.6742,,0.157086,187440.9864,37488.19729,,0.159583,15660.43146,23490.64718,,0.159583,16993.67695,33987.35389,,0.159583,17611.74029,44029.35071,,0.159583,46441.62949,69662.44423,,0.159583,153699.5798,537948.5293,,0.157086,26693.51091,48048.31964,,0.3071324,3568.753296,64237.55933,,0.3071324,3710.409688,66787.37439,,0.3071324,3864.00323,77280.0646,,0.3071324,4128.228606,90821.02933,,0.3071324,4465.750978,107178.0235,,0.157086,121132.2121,48452.88485,,0.156721,9442.609503,56655.65702,,0.156721,9844.328119,68910.29683,,0.156721,10046.66475,85396.65039,,0.156721,10425.78812,114683.6694,,0.156721,10961.587,153462.2179,,0.157086,15633.71515,23450.57273,,0.156721,4806.469409,38451.75527,,0.156721,5089.431508,45804.88357,,0.156721,5339.258876,53392.58876,,0.156721,5593.903827,61532.9421,,0.156721,5911.429089,70937.14907,,0.157086,50953.96493,15286.18948,,0.156721,9233.584728,32317.54655,,0.156721,9468.317709,47341.58855,,0.156721,9658.416588,67608.91612,,0.156721,10551.64957,94964.84616,,0.156721,11992.08962,155897.1651,,0.33383954,3989.541172,11968.62352,,0.31603478,2220.650066,19985.85059,,0.31603478,2295.072064,22950.72064,,0.3071324,2631.291389,31575.49667,,0.3071324,3114.672491,40490.74238,,0.3071324,3732.019676,52248.27547
0.159995,33354.75526,23348.32868,,0.162594,20347.83208,24417.3985,,0.162594,19856.80876,32763.73445,,0.162594,19489.14863,44825.04185,,0.162594,18344.1436,60535.6739,,0.162594,22822.45717,114112.2859,,0.31603478,163560.5192,490681.5577,,0.162594,122237.657,488950.6279,,0.162594,128504.873,321262.1826,,0.162594,136684.6836,410054.0507,,0.162594,151733.2761,531066.4663,,0.162594,175798.7076,703194.8305,,0.159995,185243.9769,37048.79538,,0.162594,15728.77016,23593.15524,,0.162594,17126.30198,34252.60396,,0.162594,17760.2311,44400.57776,,0.162594,46231.22808,69346.84212,,0.162594,140502.1665,491757.5829,,0.159995,26688.57186,48039.42935,,0.31603478,3701.846263,66633.23273,,0.31603478,3871.345552,69684.21993,,0.31603478,4020.574226,80411.48453,,0.31603478,4298.604589,94569.30096,,0.31603478,4647.746653,111545.9197,,0.159995,119406.4205,47762.56818,,0.159678,9367.146575,56202.87945,,0.159678,9711.869983,67983.08988,,0.159678,9978.4996,84817.2466,,0.159678,10397.89311,114376.8242,,0.159678,10907.81205,152709.3687,,0.159995,15599.79018,23399.68528,,0.159678,4625.487909,37003.90327,,0.159678,4927.451149,44347.06034,,0.159678,5265.951,52659.51,,0.159678,5479.305725,60272.36297,,0.159678,5849.37013,70192.44157,,0.159995,51639.54692,15491.86408,,0.159678,9305.196358,32568.18725,,0.159678,9441.778691,47208.89345,,0.159678,9671.31894,67699.23258,,0.159678,10580.12968,95221.16713,,0.159678,12014.62801,156190.1642,,0.34274194,3981.112182,11943.33655,,0.32493718,2234.426292,20109.83663,,0.32493718,2403.822505,24038.22505,,0.31603478,2600.567951,31206.81542,,0.31603478,3136.350213,40772.55277,,0.31603478,3718.559909,52059.83872
0.162904,32992.25856,23094.58099,,0.165605,20452.66037,24543.19244,,0.165605,19908.22809,32848.57634,,0.165605,19481.38636,44807.18863,,0.165605,18446.01592,60871.85253,,0.165605,23093.62322,115468.1161,,0.32493718,162955.6198,488866.8594,,0.165605,121374.7603,485499.0413,,0.165605,127673.3538,319183.3844,,0.165605,135844.2447,407532.7341,,0.165605,150981.7116,528435.9907,,0.165605,175869.3469,703477.3874,,0.162904,182390.5941,36478.11882,,0.165605,15852.10139,23778.15209,,0.165605,17187.03926,34374.07852,,0.165605,17849.21399,44623.03498,,0.165605,46022.07703,69033.11555,,0.165605,136786.6885,478753.4098,,0.162904,26375.28879,47475.51981,,0.32493718,3814.980779,68669.65403,,0.32493718,4007.774718,72139.94492,,0.32493718,4167.739767,83354.79533,,0.32493718,4454.347235,97995.63917,,0.32493718,4857.593951,116582.2548,,0.162904,117747.4867,47098.99469,,0.162635,9342.12195,56052.7317,,0.162635,9609.282798,67264.97958,,0.162635,9910.232584,84236.97697,,0.162635,10345.06765,113795.7442,,0.162635,10818.58802,151460.2323,,0.162904,15420.47001,23130.70501,,0.162635,4563.133934,36505.07147,,0.162635,4919.72281,44277.50529,,0.162635,5161.115321,51611.15321,,0.162635,5405.424713,59459.67184,,0.162635,5809.613503,69715.36204,,0.162904,51414.87017,15424.46105,,0.162635,9319.981236,32619.93433,,0.162635,9435.707167,47178.53584,,0.162635,9748.615128,68240.30589,,0.162635,10600.39371,95403.54335,,0.162635,12082.81574,157076.6046,,0.35164434,3880.582015,11641.74604,,0.33383954,2184.287547,19658.58793,,0.33383954,2326.836545,23268.36545,,0.32493718,2609.303117,31311.63741,,0.33383954,3099.316986,40291.12082,,0.32493718,3720.891778,52092.48489
0.165813,32795.61831,22956.93281,,0.168616,20489.43686,24587.32424,,0.168616,19973.29179,32955.93145,,0.168616,19515.5618,44885.79214,,0.168616,18478.17371,60977.97323,,0.168616,23324.60883,116623.0441,,0.33383954,161381.1978,484143.5933,,0.168616,120601.6184,482406.4734,,0.168616,126767.3769,316918.4421,,0.168616,134932.9373,404798.812,,0.168616,150414.1208,526449.4227,,0.168616,175454.8558,701819.4231,,0.165813,181183.4211,36236.68422,,0.168616,15925.94391,23888.91587,,0.168616,17232.44721,34464.89443,,0.168616,18062.60623,45156.51559,,0.168616,45666.64293,68499.9644,,0.168616,134313.8389,470098.4363,,0.165813,26296.1022,47332.98395,,0.33383954,3954.491205,71180.84168,,0.33383954,4146.029625,74628.53325,,0.33383954,4307.191506,86143.83012,,0.33383954,4620.766656,101656.8664,,0.33383954,5048.356571,121160.5577,,0.165813,116687.8928,46675.15714,,0.165592,9276.594811,55659.56887,,0.165592,9541.402279,66789.81595,,0.165592,9895.871752,84114.90989,,0.165592,10325.5412,113580.9532,,0.165592,10789.08548,151047.1968,,0.165813,15278.91711,22918.37567,,0.165592,4546.880793,36375.04635,,0.165592,4865.835621,43792.52059,,0.165592,5129.973346,51299.73346,,0.165592,5403.288276,59436.17104,,0.165592,5756.798906,69081.58688,,0.165813,50780.24793,15234.07438,,0.165592,9303.085538,32560.79938,,0.165592,9422.638856,47113.19428,,0.165592,9779.541817,68456.79272,,0.165592,10677.135,96094.21496,,0.165592,12110.16943,157432.2026,,0.36054671,3921.250393,11763.75118,,0.34274194,2161.405084,19452.64576,,0.34274194,2332.100383,23321.00383,,0.33383954,2608.64649,31303.75788,,0.34274194,3042.468348,39552.08852,,0.33383954,3686.793876,51615.11426
